clean_review,y
I like product lot advertisement hang issue use 3 day,0
I think note 5 pro well note 9 pro,0
beautiful purple heart mobile phone,0
bad phone,0
worr new mobile hang automatically,0
okok,0
mobile heg problemnetwar issu,0
bad product buy restart call go multiple tuch sensor activate time burn money buy product,0
nice mobile,0
sound quality issue low,0
phone hang often restart network come,0
phone lot problem sometimes take hour get back network disable airplane mode many time gets hang compare redmi note 6 pro promising performance far battery performance concern weak parameter well,0
average,0
buy phone software issue hang frequently,0
hang frequently,0
I think old fone in2ly body newi face problem,0
get charge,0
bad product,0
bed mobile,0
battery backup fully disappointed,0
fone hang within month bad quality,0
mobile use 1month I disappointment mobile attomatic run display bad,0
phone hang,0
redmi note 9 phone heating,0
poor,0
bad mobile,0
bakwas phone buy,0
I get used phone battery weak 12 hour take full charge I give return request reject request I lose money first time I get bad experience,0
good phone hanging problem suport many app,0
mobile got hang 3 day poor performance I satisfied performance redmi note lover 25 day speaker work,0
bad product internet slow net I recomend buy use net time,0
app instal app work u try login show error camera average every time ask update 12 hour totally waste money vivo phone well red mi note 9 pri,0
battery drain fast,0
slow lag lot battery backup low quality screen bad low dull time vedio get freeze youtube without reason multitaske low look ausm hardy phone problem play game every time upper part time section come downnand getting lock even I send feedback launch complain bec mi feedback app open whenever I try open close dow,0
bad mobile,0
first time experience terrible service flipkart receive one break seal screen sticker remove full finger print product I try several time replacement flipkart service forcefully make I use product help I waythis type experience I never flipkart experience make I sure future I buy expensive item flipkart,0
phone camera good processor good hang problem,0
item battery backup perform poor,0
like chinese phone look cheep bulky average performance,0
soo good phone,0
buy phone,0
bad product bad bad,0
getting strike use,0
one year damage screen work repair ask 15000 cheap item recommend item purchase online electrical item well buy directly good service return bad experience flipkart,0
okay,0
good,0
good,0
veery bad parformance,0
break inside,0
charge bad display also blur,0
good,0
nice look,0
fault phone display become blue time time,0
bad quality touch issue,0
back pannel get scratch fast performance value money 13400,0
one basic problem series random unit issue gyroscope even I come across problem I start play game require feature,0
touch problembattery goodnot satisfy,0
frustrate auto adds pop screen make feel embarrassed sometimes meeting use app mobile something like,0
I buy phone 12 december 2020 4 month use one day automatically switch several attempt switch onagain I think normal today ie one month thing happen time come back power I keep sometime fortunately turn I know batter power almost 80 I worried costly phone give I trouble I another phone old redmi 5a work fine eve,0
value moneymobile heat time charge heatand time hang automatically switch within minute restart,0
old note 5 pro well 9 pro,0
bad mobile phone day slow hangdont buy cheep phone,0
product exactly expect promise warranty card user guide inside box,0
good,0
look good,0
look good bad product weight heavy well go,0
display work,0
good,0
good user experience get redmi device cheap operating system also look cheap user get satisfied I shift motorola within two month use,0
hight rate mobile phone bad condition,0
phone heat much,0
normal quality,0
phone work properly time hang able receive call,0
horrible product recommend,0
maximum time heat problem phone,0
sometime mobile automatically reboot bad moment time battery performance low,0
heat,0
sound quality camera quality cheap bad,0
youtube workingpicture quality bednet speed slowso dear please waste money phone purchase,0
okay,0
I like,0
phone heating problem,0
heavy hold hand,0
touch problem month rear camera good front camera gd,0
battery poor,0
bad phone,0
camera bad,0
speaker work,0
redmi note 9pro heavy heat poor condition,0
charge support,0
ok iejj,0
find main phone cover unsealedwhen unpacked flipkart cover bad experience,0
I recommend buy redmi note 9 pro worthless photo sensor work properly battery backup fine hang problem face much,0
phone usually shutdown start easily phone speaker work I purchase one month ago,0
good phone,0
phone lagging even update,0
battery power low many lag bad experience,0
mobile good performance well battery,0
bluetooth headset spot,0
bad value mony,0
january 2021 I buy phone currently I face issue phone call I dial number I able hear anything I switch speaker I use head phone call audible really irritate,0
ok,0
gold colourit gold colouri satisfied,0
good product camera mark,0
good,0
1 month use mic work,0
battery good overall phone satisfied,0
ok,0
net speed low,0
upto mark,0
good,0
selfie camera good much expect,0
I satisfied battery backup,0
time hang irrespective call processor 4 gb ram I like even body happy problem,0
ok ok,0
I get phone today I instal application first day get hot,0
nice product,0
sarve super,0
display work properly,0
phone awsome delivery get late focus delivery,0
good camerai want ram,0
deliver timefeel little bulkydisplay quality satisfiedcamera work well day lightfile size camera sample 4 mbbattery quality okram management goodgette average 13 gb ram even much usage professorsound quality clear,0
bad experience I buy mobile waste technician understand concern tell script highly unsatisfiediam satisfied product I start use mobile 1 video iam get 50 data usage even multiple escalation also I get proper solution either flipkart technician,0
disappointed,0
speaker performance low,0
two month use speaker work properly head phone work head phone jack prblm,0
bad,0
ek dum bakwas ghatiya product hai ye redmi ka sabse bekar handset hai plz buy ths phis performance low n ceamra quality well like 48 megapixel n much hit charge time totally worth moneyplz buy ths phit humble req guy,0
I buy phone mother love camera size phone make less handy even law network coverage area detect sim fastthough mother love camera I find amazing one beautification feature really good clarity less maybe anticipation high may reason I feel waywith experience 12 hour usage battery also seem good oneill try update experienc,0
I receive defective one I cancel product within one week executive call I enquire finally tell I tech team visit verify product tech team visit product show return cancel troubleshoot clear I try reach tech team pick phonei need solution problem,0
redmi note 9pro 12 version hang feature,0
lofty claim bad reality 48 mp camera picture quality despicably bad play game 15 minute need buy room heater winter,0
nice product,0
good mobile world thank flipkart,0
miui many bug sometimes touch work properly mic work time need restart phone answering good set default sm sim card lot bad mi app spyware apps datum collection,0
get defective handset replacement yet despite call,0
many time hang problem automatically google assistant showing display purfomence much bater,0
amazing product I happy smile face heart smile face heart wonderful mobile smile face hearteyes smile face hearteyes,0
phone hang issue,0
back camera workingpl buy,0
bad product problem voice problemmobile hang automatic switch use,0
I buy two mobile redmi note 9 pro hang problem mobile work properly time function work properly I suggest buy product,0
ok,0
good phone tq flipkart,0
good,0
speaker problem come one month use,0
speaker damage,0
dely,0
time hang quit good,0
poor phone flipkart high cost,0
bad experience ever give I use phone unable return producti want replacement form phone,0
phone hanging software issue,0
bad,0
hang problem phone hang within one monthaverage phone hang problem within 1 month,0
I happy,0
poor system,0
phone hang issuecamera average battery charging time muchplease take risk,0
wh I purchase product get hang last 2 das I get hang iissue,0
adapter work,0
I satisfied mobile,0
bad mobile satisfied,0
I like product lot advertisement hang issue use 3 day,0
I think note 5 pro well note 9 pro,0
beautiful purple heart mobile phone,0
bad phone,0
worr new mobile hang automatically,0
okok,0
mobile heg problemnetwar issu,0
bad product buy restart call go multiple tuch sensor activate time burn money buy product,0
nice mobile,0
sound quality issue low,0
phone hang often restart network come,0
phone lot problem sometimes take hour get back network disable airplane mode many time gets hang compare redmi note 6 pro promising performance far battery performance concern weak parameter well,0
average,0
buy phone software issue hang frequently,0
hang frequently,0
I think old fone in2ly body newi face problem,0
get charge,0
bad product,0
bed mobile,0
battery backup fully disappointed,0
fone hang within month bad quality,0
mobile use 1month I disappointment mobile attomatic run display bad,0
phone hang,0
redmi note 9 phone heating,0
poor,0
bad mobile,0
bakwas phone buy,0
I get used phone battery weak 12 hour take full charge I give return request reject request I lose money first time I get bad experience,0
good phone hanging problem suport many app,0
mobile got hang 3 day poor performance I satisfied performance redmi note lover 25 day speaker work,0
bad product internet slow net I recomend buy use net time,0
app instal app work u try login show error camera average every time ask update 12 hour totally waste money vivo phone well red mi note 9 pri,0
battery drain fast,0
slow lag lot battery backup low quality screen bad low dull time vedio get freeze youtube without reason multitaske low look ausm hardy phone problem play game every time upper part time section come downnand getting lock even I send feedback launch complain bec mi feedback app open whenever I try open close dow,0
bad mobile,0
first time experience terrible service flipkart receive one break seal screen sticker remove full finger print product I try several time replacement flipkart service forcefully make I use product help I waythis type experience I never flipkart experience make I sure future I buy expensive item flipkart,0
phone camera good processor good hang problem,0
item battery backup perform poor,0
like chinese phone look cheep bulky average performance,0
soo good phone,0
buy phone,0
bad product bad bad,0
getting strike use,0
one year damage screen work repair ask 15000 cheap item recommend item purchase online electrical item well buy directly good service return bad experience flipkart,0
okay,0
good,0
good,0
veery bad parformance,0
break inside,0
charge bad display also blur,0
good,0
nice look,0
fault phone display become blue time time,0
bad quality touch issue,0
back pannel get scratch fast performance value money 13400,0
one basic problem series random unit issue gyroscope even I come across problem I start play game require feature,0
touch problembattery goodnot satisfy,0
frustrate auto adds pop screen make feel embarrassed sometimes meeting use app mobile something like,0
I buy phone 12 december 2020 4 month use one day automatically switch several attempt switch onagain I think normal today ie one month thing happen time come back power I keep sometime fortunately turn I know batter power almost 80 I worried costly phone give I trouble I another phone old redmi 5a work fine eve,0
value moneymobile heat time charge heatand time hang automatically switch within minute restart,0
old note 5 pro well 9 pro,0
bad mobile phone day slow hangdont buy cheep phone,0
product exactly expect promise warranty card user guide inside box,0
good,0
look good,0
look good bad product weight heavy well go,0
display work,0
good,0
good user experience get redmi device cheap operating system also look cheap user get satisfied I shift motorola within two month use,0
hight rate mobile phone bad condition,0
phone heat much,0
normal quality,0
phone work properly time hang able receive call,0
sometime mobile automatically reboot bad moment time battery performance low,0
heat,0
sound quality camera quality cheap bad,0
youtube workingpicture quality bednet speed slowso dear please waste money phone purchase,0
okay,0
I like,0
phone heating problem,0
heavy hold hand,0
touch problem month rear camera good front camera gd,0
battery poor,0
bad phone,0
camera bad,0
speaker work,0
redmi note 9pro heavy heat poor condition,0
charge support,0
ok iejj,0
find main phone cover unsealedwhen unpacked flipkart cover bad experience,0
I recommend buy redmi note 9 pro worthless photo sensor work properly battery backup fine hang problem face much,0
phone usually shutdown start easily phone speaker work I purchase one month ago,0
good phone,0
phone lagging even update,0
battery power low many lag bad experience,0
mobile good performance well battery,0
bad value mony,0
january 2021 I buy phone currently I face issue phone call I dial number I able hear anything I switch speaker I use head phone call audible really irritate,0
ok,0
gold colourit gold colouri satisfied,0
good product camera mark,0
good,0
1 month use mic work,0
battery good overall phone satisfied,0
ok,0
net speed low,0
upto mark,0
good,0
selfie camera good much expect,0
I satisfied battery backup,0
time hang irrespective call processor 4 gb ram I like even body happy problem,0
ok ok,0
I get phone today I instal application first day get hot,0
nice product,0
sarve super,0
display work properly,0
phone awsome delivery get late focus delivery,0
good mobile singh photo shot,0
good camerai want ram,0
deliver timefeel little bulkydisplay quality satisfiedcamera work well day lightfile size camera sample 4 mbbattery quality okram management goodgette average 13 gb ram even much usage professorsound quality clear,0
bad experience I buy mobile waste technician understand concern tell script highly unsatisfiediam satisfied product I start use mobile 1 video iam get 50 data usage even multiple escalation also I get proper solution either flipkart technician,0
disappointed,0
speaker performance low,0
two month use speaker work properly head phone work head phone jack prblm,0
bad,0
phone get heat fast become heat show delay process good camera quality even 48pixel cam feel weight bad good say promotion,0
please buy itam write review use 15 daystotally hang phone voice issue call,0
bad phone,0
phone ok,0
bad battery ok,0
hang problem work camera,0
worth moneyjust ok,0
sound volume decrease day use phone gets hang sometimes call,0
bad phone work,0
mobile got hang use camera,0
good note7s,0
power performance,0
audio problem,0
good phone,0
stop work within month,0
battery problembattery charge fast first problemthen second one get mobile dataso please collect mobile solve problem soon possiblei wait good responsethanksregard,0
expectation,0
expect good one use adult,0
good product,0
phone get heat fast become heat show delay process good camera quality even 48pixel cam feel weight bad good say promotion,0
please buy itam write review use 15 daystotally hang phone voice issue call,0
bad phone,0
phone ok,0
bad battery ok,0
hang problem work camera,0
worth moneyjust ok,0
sound volume decrease day use phone gets hang sometimes call,0
bad phone work,0
mobile got hang use camera,0
good note7s,0
power performance,0
audio problem,0
good phone,0
stop work within month,0
battery problembattery charge fast first problemthen second one get mobile dataso please collect mobile solve problem soon possiblei wait good responsethanksregard,0
expectation,0
expect good one use adult,0
good product,0
totally disappointed phone size small good enough company people tell 5 45 size small small width satisfactory totally confusing customer regard width width mobile purchase friend I purchase I I return product spend another 2000 get good super anothervery good mobile,0
I like golden color like skyblue color I like,0
compact mobile handle infrared sensor miss speaker back hear place table good extended memory option use dual sim screen small compare redmi5 call quality good,0
bad battery good display good nice I love camera amd battery I satisfied,0
good camera quality bad discharge fast nkt worth touch slow kindly give I full refund I want ant replacement,0
sound good speaker mick work properly inform flipkart formal view give real support pls go disappointment flipkart refund return new mobile,0
product good low budget battery good I stay maximum 1day turn internet turn wifi mobile datum stay maximum 15 17 hrs 100 charge camera display good expect,0
redmi 6 good good speaker phone bad I put phone bed I hear call tunei understand give speaker back sidethe camera great also give ir blaster build quality also goodoverall dissatisfied I fan xiaomi product time flipkart great fast delivery,0
first flipkart delivery good within one dayif look normal phone price range good budget phone price segmentbut hardcore user battery good 3000mah average battery heavy battery drainage new happen use 6 month 1 yearand battery charging slow take 3 hour charge 3000 mah battery camera good look like,0
budget phone want camera work little use call record feature well exist xiaomi phone theme security updatesbut upgrade redmi 5 seriesgood phone high price market flood option also I believe well choice,0
prodect good use battery get discharfe 2 hour touch also work properly time,0
ever buy mi u like play game keep app suitable even average use work fine first 34 month u feel like throw away I even use app like phone pe google play properly processor horrible even game like temple run smooth forget heavy game app camera average go pixel number camera wide variety alot well smartphone hang alot even whatsap,0
I bring redmi6 honor 7a facility honor 7a high performance equal phonecamera quality high redmi 6 battery high honor 7a I love honor 7a due 500 rupee less high facility high battery,0
apt soft user accord awesome productnice camerabattery performance really good range money soft user,0
look mobile clarity cemera video right mobilei happy battery mobile performance cemeravideo,0
super n amazing feature I happy use phone I thankfull flipkart amazing kart india,0
use one month I write reviewpro phone look good display size resolution well 3 gb ram performance well hang problemscon back camera quality average front camera good u take well selfie main problem mi6 battery battery drain quickly ur mi 6 phone battery 10to 20 remain normal use day u r lucky ur phone give well batt,0
camera awesome guy good edge detection rear camera fingerprint fast face unlock nice working,0
good performer camera also good ok want like ok watch movie go brand,0
phone good look performance one thing company improve ringer ringer volume low I generally keep phone pocket work area many time I miss important call,0
good producti happy use I requst everyone please vesit enjoy time,0
phone work nicely performance awesome battery backup good size phone small adjust itthe fingerprint sensor face unlock work fastlythe front camera good rear ok small heating problem feel use internetthe performance good overall nice phone budget phone,0
flipcart review return policyif product good performance customer satisfied itflipkart good solution satisfy customer need mi 6 good phone battery poorly perform flipcart provide good solution,0
brief reviewcall quality excellentspeaker loud speaker use headphone outdoor visibility auto brightness sensor work pathetically outdoor condition turn auto brightness manually adjust brightness like camera front bad rear camera goodbattery 1day battery juice normal user recommend device heavy user display okay due 3000 mah battery xiomi use hd ips panel consume less battery power gaming I,0
waste money buy phone flipkart ever I order phone want return like I try return well stipulate time return policy get refund back exchange model flipkart seller reject request disappointed know flipkart become seller friendly customer people buy thing online convenient save time I feel I would purchase phone market,0
really awesome product I love smile face hearteyes quality good I love,0
phone average battery bad take age charge discharge fast even leave I play game phone watch youtube video take phone call I charge two time day display quality poorthis phone worth price sale,0
good budget phone expect much battery cameraprocessor fairly good budget lite gamingoverall good daily normal usebut camera could bettery battery backup,0
good phone compatible price unfortunate see provide back cover screen guard since xiaomi new company market provide upheld feature phone unfortunate phone good dimension good view visibility good must look forward extra accessory,0
set heat like get fire battery charge full even 80 low fast even 8 hrs life day immediately hang set net datum camera waste clarity display poor thing happen within one month purchase,0
good one smartphone major downside plastic buildafter put back rubber cover finger ringwhich came attach back cover day phone literally bent u shapealthough u shape bend slight bend affect performance manner still look awkward clearly visiblei thought bend opposite direction order fix I stop fear might pop displa,0
hello friend use three day I write review newly buy redmi 6 rise gold 64 gb 3 gb ram phone average camera expect battery also per expectation phone quite smooth general user I give three star star star star phone,0
mobile battery performance bit low side overall good performance cameea par redmi note 5 pro even though dual 125 rear camera fingerprint sensor work fast face unlock take second unlock screen size small value money I guess,0
great phone price light weight good camera dedicate dual sim sd card slot I order sister absolutely love,0
I really like gift I lovely friendhe like much I even become mi fan,0
xiaomi start take advantage popular india sell low spec phone much price much back day phone company like samsung mid range phone phone use redmi 5 mostly look downgrade upgrade exclude processor rest thing downgrade sure even front camera worse redmi 5a cost around 5000rs last year I amazed game play xiaomi india,0
I write review use mobile 15 day wow nice handset I like much good performance xiaomis good product buy,0
good like wait proper day proper time go another company also good budget,0
good product performance good battery backup good ram also support well nice product,0
mobile good realme 2 good mobile redmi 6 7000 realme c1 good mobile thing good display size large redmi 6 redmi 6 good mobile realme c1 realme 2 good mobile rangeabout 7000 9000 redmi 6 price offer 8000 well redmi 6,0
camera average battery backup best goodbuilt guality pretty goodaccorde price much well,0
decent look phone decent feature cost would great would cover deliver phonesound 35cost efficiency 55features 45looks 45overall 45,0
get value money type deal well xiaomi absolutely nail market masterpiece device hat come device everyone skeptical build quality believe I bad I use honor play I get satisfaction use I get honor play camera absolutely mind blow processor need introduction end good device I use till date,0
I purchase 7200 good phone budget screen dimension smalland front camera camera averagebattery work work 1daywith budget I say overall good,0
hi buy maid day usage conclude phone close good phone beginner 8k get good camera good look phone colour show picture 3000 mah battery hardly last day I use phone similar sized battery work one half day ui user interface poorly design complicated become difficult poor girl,0
I like plasticy feel phone feel superfluous camera good performance also good I like feel phone much plastic look like glue local gum display okay,0
mobile comfortably money rate1 camera well2 display awesome size 720 pixel3 battery one time charge whole day4 performance still great,0
overall experience little good issue display light didnot work properly I problem day proper work day work proper everything good,0
item good camera good sometime fingerprint unlock pocket start app automatically selfie flash picture quality good rear front camera,0
goodjust use 2 day face many problem1 lag problem youtube camera home button 2 show earphone connected3 charger slow 1 amph4 fingerprint censor work sometime face recognition work perfectly body access phone sometime face unlockdelivery slow complain take 5 day deliver deliver boy good tell I come pick courierflipkart good pls improve,0
spec nice look like redme 5adont buy redme 6redme 5 well thatplease watch review phone youtube deside,0
charger I get work charge smartphoneoverall phone good good want buy smartphone go realm 2 much well redmi6,0
1fornt camera good photo clearand 2face unlock option properly working3back camera good4font camer side flash5please purchase order 6 pro well I already use,0
normal prosessor performancenice battery life decent camera value money,0
1 phone really awesome2 battery around 3500mah performance3 screen display awesome4 camera good 5ir blaster present6very light weight7full screen mode awesome,0
battery bad,0
mobile dim problem brightness decrease,0
low quality minow mi target profit compromise quality1 rear front camera r average dual rear cam gimmick eis bogus cam video quality hazy2 battery backup average3 mediatek pros sometimes lag even plain tasksi mobile gaming much4 video cam youtube hd video display quality worstslightly hazy5 display light dim problem low brightnessdont buy redmi 6 sayi,0
display size small camera bad compare realme 2i think realme 2 well option price range,0
1battery hardly last 12 15 hour full charge battery could powerfull2front camera ok price 5mp rear camera could much batter 13mp3display size small width less mi mobile4picture quality average5take 230 hour full charge,0
redmi 6 bad phone many type issue ie hang issue heating problem etc flipkart return easily,0
good mobile,0
front camera working little bit slowerhange problem,0
I shop flipkart last 3 year I get good product flipkartbut I buy redmi 6 I get camera dust low battery backupnever buy product flipkarti sad time flipkarti never expect like,0
display quality poor portrait mode ok good plastic body,0
batery 3000 mah bad camera display good prfomance 5 star good,0
courier boy bad n flipkart update payment fastly phone come two day late bad ekart wishmaster,0
bad phone display flicker phone mis behaving volume get low automatically click sound come weather ill call phone stand mode lot issue battery back poor camera quality worststill get tech visit replacement,0
money waist product,0
bad product overheat charge last within day,0
camera good,0
good,0
good,0
thank fast delivery flipkartmobile good look average battery performancemajor issue 2 day charger workingit painful I,0
first time bad experience xiaomi phone mediatek processorphone gets hang every time even instal app like whatsapp facebook instagram,0
good phone good option realme 2,0
3 rd mi familyn happy wid I buy young brother issue wid phone battery pack return please kindly accept problem,0
smartphone screen size small battery good buy,0
bad,0
damage,0
waste money,0
bad product well go realme2,0
1ᴅɪꜱᴩʟᴀy blink ᴩʀᴏʙʟᴇᴍ2ᴀᴜᴛᴏᴍᴀᴛɪᴄᴀʟʟy ꜱᴡɪᴄʜ ᴏɴ3battery backup bad thumb,0
I replace product process work waste time moneyi hate flipkart poor battery buy,0
battery charing take time discharge fastly adapter go heat time charge dnot buy redmi6 wrost mobile redmi brand,0
style good,0
good battery drain quickly,0
wrost product buy pubg player think easily play pubg low graphic device cry face,0
bad phone I like,0
bad chinese phonecamera mentionedbattery batterynot go long 3000mahlow sound speakernot value money,0
handset beautifulbut delivery long time,0
display quality good light screen dull hd display name even pixel 1440720 quality video level suppose,0
mobile hanging charge call get automatic disconnected talk everytime need clean memory lot issue I want replace plz suggest I replace replacement date cross 22 sep 2018,0
recive bend phone,0
bad experience waste money go guy waste time money flipkart service helpless,0
charger work second day,0
I check charger I see adepter already damage,0
display size small plastic body charger cable miss smile face horn smile face horn smile face horn smile face horn smile face horn smile face horn smile face horn thumb thumb thumb thumb thumb,0
bad display break without reason one month good phone,0
nice phone,0
I youtube issue slow open play youtube video I also performance issue,0
screen flicker low brightness impart good build quality one would expect price range mtk processor make situation bad bad nb lack ir blaster dissapointe,0
display issue,0
good,0
lagging vry badly,0
video come full screen,0
I sure u regret deal good luck,0
dual camera disappoint I go return product,0
second sim slot workingvery disappoint product redmi 6,0
good brand fiturre,0
good,0
bad,0
bad experience screen break one week design bad spend 3k replace screen,0
poor battery back uppoor front camera qualitypoor display,0
phone goodbut battery processor slow processor must snapdragon 625budget may inc feature must present,0
realme 2 pro way well,0
volte service support vodafone ideasignal reception low,0
much lag play free fire ultra mode,0
camera high brightness visibleness screen poor battery pick also good camera good,0
battery back disastrous,0
please buy phone I purchase phone 2 day ago receive I see work properly refund option,0
hear lot find anything like thatcamera thumb bad seem like old oppo neo7 camera performance well redmi 6i exchange old phone phone last mistake life persevere face,0
flipkart give I delivery latei hate courier servicesmartphone nice lookbattery may 3000mahcamera gooddisplay smooth lovablebut buy 3gb64 gb varientgo 3gb32gbvarient fold hand ok hand ok hand thumb thumb thumb thumb thumb thumb thumb thumb thumb smile face sunglass man dance,0
bad display problem start flickre low britness,0
bad mobile ever xiaomi flipkart become thug send I defected handset ask return money waste 15 day still return money I go file complaint consumer court also highlight matter business news channel come mobile display bad camera bad ever mi battery also hardly run whole day guy buy mobile u regret flipkart loot indians become,0
battery backup poor need 4000 mah competitor provide 4000mah battery,0
bad phone I ever encountered detect mobile datum battery bad performance,0
1display blink problem2 poor battery backup3camera quality bad,0
phone overall good display light poor max light bar quite visible unless darkish camera quality good also hang time,0
display blink low brightness white page,0
phn good,0
bad volume,0
camera batery good,0
bad,0
poor bad irritate service,0
bad camera ever use,0
mobile good flipkart delivery delay poor service buy flipkart,0
overall phone good camera good disappointed batterycharge phone first time battery reduce 100 87 overnight 8hrs observe 4 daysso return device second thought cry face,0
bad product ever huh sound like chinese mobile screen resolution bad experience mi,0
bad exchange experience flipkart product good,0
battery backup bad battery level reduce 1 every 23 minute youtube charging slow take almost 3hours 10 minute,0
I interested man,0
I like phone speaker volume low unhappy model,0
bad cameraand display,0
ring volume low hear call I expect much xiami mobile use callingbut I hearabkei buy 7499plane return buy lenova k8plus paytm cashback offer able click submit button,0
waste money productnot standard like mi mobile disappointment mobile evercamera 5 mp cheap quality,0
perfect,0
I get charger boxallover phone good,0
phone beautiful delivery bad courier service bad,0
bettery good bad,0
first thing I happy flipkart deliver product late I use phone quite time lead notification light I want camera decent I frame drop play pubg device take quite sometime charge I even feel rear mount speaker could well,0
phone quite good look performance nice gr8 camera great ui okay battery I face great problem surf internet speed significantly reduce phone old phone,0
useless product go realme 3c2 bad battery backup buy,0
battery performance poor please go realme 2 redmi 6,0
bad,0
weast product less battery backup,0
wrost camera wrost performance totally slow,0
bad phone section,0
sim work,0
mobile complete bad buy mobile flippant coprate defective phone delhi home say mobile phone defect eyesight weak type manner use technician reliable custmer flipkart,0
disappointment camera video poor battery dry quickly without use mobile,0
I get product yesterday product awesome price finger print censor work,0
awesome phone nice camera nice ram management one thing hate battery 3000 mah otherwise cool phone brand compare price segment,0
remote option ok ok performance,0
poor battery buy 6 series,0
I like phone camera phone performance law battery backup work strand I agree technician,0
bad product like toy hand thick bulky phone design good garbage performance also bad hang always,0
due problem battery heating handset bend backwards see photo,0
good,0
charging happen good use handset,0
camera average,0
buy black color look good phone rear camera also good front average low light camera average battery average overall budget low phone good otherwise spend money buy superior model,0
bed product,0
mi remote app supportedwireless cast option work direct youtube cast work slow charge approximately 15 hour charge 50,0
camera average back front,0
battery capacity poor,0
good camera quantity battery weak,0
good,0
bad quality displayafter use 8 month display white stripe make display ugly also automatically create small white stripe box display half display gonei recommand redmi phone anyone instead go realmevivosamsung,0
time flipkart cheat I send I used phone look day I purchase I ignore use long time I write reviewthe phone lot problem1 charge sometime charging lead go connect charger2 screen flash sometimes3 camera bad dull photo4 battery drain quickly5 phone connect charge flash datum get open app go open close automatically look l,0
good,0
mobile battery early damage,0
bad phone I get I pay full amount get faulty product flipkart listen complain,0
defect display I want exechange 10 day I,0
bad performance bad,0
low quality camera battery back poor look good,0
bad experience redmi phone,0
exchange policy good,0
10 day good opinion side flipkart bad impression side customer care bad response product defect red mi 6 mobile review important customer I approach consumer court problem,0
good mobile budjet,0
proceesing slow heavy work use,0
phone good battery backup loss many,0
fast deliverythank much flipkart online shopping,0
good product range 7k,0
good machine value money camera need improve little,0
camera bad low light,0
bad camera bad camera front back,0
good use,0
unboxed try switch phone show system distroyederror disappointed I want gift friend tommorow replacement formality take another week dissatisfied,0
nice smartphone low budget,0
battery issue bad battery back,0
feel guilty select phone,0
poor screen,0
I purchase new redmi 6 mobile wife deliver 14 february 19 package open 16 february 19however speaker function properly result whenever call make mobile speech inaudible time audible timesi raise replacement request 16 february technician visit house 18 february 19 technician identify problem however request turn state complain,0
sound quality low compare mi similar mobile overall performance product low compare configuration similar mi 6 mobile I try replace product one take response mobile service poor atleast try solve issue take action I buy mi product money loss,0
good price range,0
battery waste,0
bad ever redmi product issuesit many issueslike camera issuenow network issueiput 2 4 g sim card itbut seem sim card ever horriblethe network speed hardly reach maximum otherwise less 100kbpsagian horriblei get update week alreadybefore I use redmi note 4 I say well note 7 pronow day xiaomi company create,0
phone good mark price range use week comment I get 7000 exchange old redmi 4 40001 camera good say 48megapixel better2 performance touch smooth phone heat use continue 1520 minute,0
phone really good price personal opinionpros1 good display2 well performnace pubg compare mobile segment cam issue check cons3 battery gets charge 1 hr 45 mins20 100 supply charger still wonder fast chargersold separately may u charge phone 1 hr I guess4 finger print sensor work finecon 1 software issue call connect f,0
camera decent day well night 12 mp well 48mp although sensor good I face bit heating issue phone battery run quickly take age charge buy quick charger phone current one slow however I like display full screen view drop notch actually look good I expect phone average phone range I would suggest go always comp,0
review 1 year usage pro 1 stunning rear camera average front cam 2 beautiful design especially gradient back though heavy 3 good battery show drain 1 year 4 gorgeous display,0
I use device 3months review take camera good camera price rage photo quality good come video quality bad pros1camera photo 2battery performance good 3display good clearly visible bright sunlight 4design beautiful love glass design 5speakers loud sound clarity good cons1video quality average video struct lot 2front camera good compare note 5 6 pr,0
I get redmi note 7 pro mobile 7th june next day camera work properly take photo getting hang I format mobile return product next day luckily work properly reset prosgood camera picture clarity excellentphone battery good battery backup need charge phone everyday consa mention early camera getting hang next day purchase got rectify af,0
1plastic body premium body classic people light weight2 battery fast discharge3 take much time charge4 48mp camera take 46second click shot5 photo pixel good 6 low sound compare mi note 5 pro7 nothing attractive 8 never innovative copy paste mi56pro series9waste money notch 48mp camera10 hang problem 11 low internet speed receive like 400 kb to15 mb mobile give 24 mb download speed,0
I write review 4 month normal use I play game btw spec impressive end swipe function unlock screen smooth lag face recognition work daytime sometimes night phone brag processor performance definitely mark I whatsapp video call today middle call screen go whiteblank button work phone si,0
good phone currently good phone segment competitor realme 3 pro however costly final verdict buy phone without research trust I disappointedupdate 8 month screen bad one drop boom display go,0
review 15 yearsvivo z1 pro much well phone brother I buy phone time vivo z1 pro work perfectly fineat start performance good battery life decent lag every single app dialer sometimes work gaming performance poor camera good vivo z1 pro camera way well battery life pathetic need charge 2 time day take 2 hour charge even use fast c,0
I currently shift new phone review use yearpros 1 good camera 48mp look stunning zoom see well shot take night mode could well wide variety filter build I install useless beauty app 2 back design sleek look good3 excellent speakers4 display decentcon 1 poor software experience whatsapp camera keep hang neve,0
smooth small fault like soundless youtube video sometimes suddenly internet keep network airplane mode start normally gallary picture sometimes vanishe like magic screen micro small dot prove great finish see start phone back camera good front camera ok ish bcz angle perfect,0
ear microphone volume time good clear sound nhi h time bat krte time beech clear sound nhi ata h jisse person ki awaj clear nhi atiother wise oknice camera displaybattery okafter use time mobile work good,0
