clean_review,y,clean_review1,phone,camera,battery,delivery,processor
I like plasticy feel phone feel superfluous camera good performance also good I like feel phone much plastic look like glue local gum display okay,0,"['i', 'like', 'plasticy', 'feel', 'phone', 'feel', 'superfluous', 'camera', 'good', 'performance', 'also', 'good', 'i', 'like', 'feel', 'phone', 'much', 'plastic', 'look', 'like', 'glue', 'local', 'gum', 'display', 'okay']",0.9742043,0.97269624,0.9788253,0.9945484,0.9766105
mobile comfortably money rate1 camera well2 display awesome size 720 pixel3 battery one time charge whole day4 performance still great,0,"['mobile', 'comfortably', 'money', 'rate1', 'camera', 'well2', 'display', 'awesome', 'size', '720', 'pixel3', 'battery', 'one', 'time', 'charge', 'whole', 'day4', 'performance', 'still', 'great']",0.98600143,0.97790194,0.98277843,0.98500407,0.9801876
overall experience little good issue display light didnot work properly I problem day proper work day work proper everything good,0,"['overall', 'experience', 'little', 'good', 'issue', 'display', 'light', 'didnot', 'work', 'properly', 'i', 'problem', 'day', 'proper', 'work', 'day', 'work', 'proper', 'everything', 'good']",0.97942746,0.97323596,0.9825032,0.99372953,0.9781761
item good camera good sometime fingerprint unlock pocket start app automatically selfie flash picture quality good rear front camera,0,"['item', 'good', 'camera', 'good', 'sometime', 'fingerprint', 'unlock', 'pocket', 'start', 'app', 'automatically', 'selfie', 'flash', 'picture', 'quality', 'good', 'rear', 'front', 'camera']",0.97384065,0.9709051,0.97839284,0.9951819,0.97489524
goodjust use 2 day face many problem1 lag problem youtube camera home button 2 show earphone connected3 charger slow 1 amph4 fingerprint censor work sometime face recognition work perfectly body access phone sometime face unlockdelivery slow complain take 5 day deliver deliver boy good tell I come pick courierflipkart good pls improve,0,"['goodjust', 'use', '2', 'day', 'face', 'many', 'problem1', 'lag', 'problem', 'youtube', 'camera', 'home', 'button', '2', 'show', 'earphone', 'connected3', 'charger', 'slow', '1', 'amph4', 'fingerprint', 'censor', 'work', 'sometime', 'face', 'recognition', 'work', 'perfectly', 'body', 'access', 'phone', 'sometime', 'face', 'unlockdelivery', 'slow', 'complain', 'take', '5', 'day', 'deliver', 'deliver', 'boy', 'good', 'tell', 'i', 'come', 'pick', 'courierflipkart', 'good', 'pls', 'improve']",0.9857385,0.9812038,0.9863056,0.9881118,0.9841142
spec nice look like redme 5adont buy redme 6redme 5 well thatplease watch review phone youtube deside,0,"['spec', 'nice', 'look', 'like', 'redme', '5adont', 'buy', 'redme', '6redme', '5', 'well', 'thatplease', 'watch', 'review', 'phone', 'youtube', 'deside']",0.9846097,0.9783182,0.9840239,0.988308,0.9817328
charger I get work charge smartphoneoverall phone good good want buy smartphone go realm 2 much well redmi6,0,"['charger', 'i', 'get', 'work', 'charge', 'smartphoneoverall', 'phone', 'good', 'good', 'want', 'buy', 'smartphone', 'go', 'realm', '2', 'much', 'well', 'redmi6']",0.99099123,0.98874384,0.992735,0.97445273,0.99133056
1fornt camera good photo clearand 2face unlock option properly working3back camera good4font camer side flash5please purchase order 6 pro well I already use,0,"['1fornt', 'camera', 'good', 'photo', 'clearand', '2face', 'unlock', 'option', 'properly', 'working3back', 'camera', 'good4font', 'camer', 'side', 'flash5please', 'purchase', 'order', '6', 'pro', 'well', 'i', 'already', 'use']",0.990825,0.98714757,0.9903323,0.97815335,0.98947936
normal prosessor performancenice battery life decent camera value money,0,"['normal', 'prosessor', 'performancenice', 'battery', 'life', 'decent', 'camera', 'value', 'money']",0.99067163,0.9872247,0.9930114,0.98133063,0.9907312
1 phone really awesome2 battery around 3500mah performance3 screen display awesome4 camera good 5ir blaster present6very light weight7full screen mode awesome,0,"['1', 'phone', 'really', 'awesome2', 'battery', 'around', '3500mah', 'performance3', 'screen', 'display', 'awesome4', 'camera', 'good', '5ir', 'blaster', 'present6very', 'light', 'weight7full', 'screen', 'mode', 'awesome']",0.9904879,0.9826341,0.9868431,0.97520316,0.9849477
battery bad,0,"['battery', 'bad']",0.9897023,0.9897405,0.99925053,0.96002924,0.9934228
mobile dim problem brightness decrease,0,"['mobile', 'dim', 'problem', 'brightness', 'decrease']",0.9760383,0.967417,0.9772629,0.99615633,0.97226036
low quality minow mi target profit compromise quality1 rear front camera r average dual rear cam gimmick eis bogus cam video quality hazy2 battery backup average3 mediatek pros sometimes lag even plain tasksi mobile gaming much4 video cam youtube hd video display quality worstslightly hazy5 display light dim problem low brightnessdont buy redmi 6 sayi,0,"['low', 'quality', 'minow', 'mi', 'target', 'profit', 'compromise', 'quality1', 'rear', 'front', 'camera', 'r', 'average', 'dual', 'rear', 'cam', 'gimmick', 'eis', 'bogus', 'cam', 'video', 'quality', 'hazy2', 'battery', 'backup', 'average3', 'mediatek', 'pros', 'sometimes', 'lag', 'even', 'plain', 'tasksi', 'mobile', 'gaming', 'much4', 'video', 'cam', 'youtube', 'hd', 'video', 'display', 'quality', 'worstslightly', 'hazy5', 'display', 'light', 'dim', 'problem', 'low', 'brightnessdont', 'buy', 'redmi', '6', 'sayi']",0.96555626,0.9577959,0.9673405,0.99792945,0.96229625
display size small camera bad compare realme 2i think realme 2 well option price range,0,"['display', 'size', 'small', 'camera', 'bad', 'compare', 'realme', '2i', 'think', 'realme', '2', 'well', 'option', 'price', 'range']",0.9785899,0.9690821,0.9766052,0.9942566,0.97262836
1battery hardly last 12 15 hour full charge battery could powerfull2front camera ok price 5mp rear camera could much batter 13mp3display size small width less mi mobile4picture quality average5take 230 hour full charge,0,"['1battery', 'hardly', 'last', '12', '15', 'hour', 'full', 'charge', 'battery', 'could', 'powerfull2front', 'camera', 'ok', 'price', '5mp', 'rear', 'camera', 'could', 'much', 'batter', '13mp3display', 'size', 'small', 'width', 'less', 'mi', 'mobile4picture', 'quality', 'average5take', '230', 'hour', 'full', 'charge']",0.9826819,0.9795272,0.982944,0.98483384,0.9818699
redmi 6 bad phone many type issue ie hang issue heating problem etc flipkart return easily,0,"['redmi', '6', 'bad', 'phone', 'many', 'type', 'issue', 'ie', 'hang', 'issue', 'heating', 'problem', 'etc', 'flipkart', 'return', 'easily']",0.97134244,0.95982605,0.9712473,0.99708676,0.96546715
good mobile,0,"['good', 'mobile']",0.9501501,0.94018936,0.95085776,0.9888196,0.9443032
front camera working little bit slowerhange problem,0,"['front', 'camera', 'working', 'little', 'bit', 'slowerhange', 'problem']",0.9855998,0.9784715,0.98727953,0.9889499,0.982504
I shop flipkart last 3 year I get good product flipkartbut I buy redmi 6 I get camera dust low battery backupnever buy product flipkarti sad time flipkarti never expect like,0,"['i', 'shop', 'flipkart', 'last', '3', 'year', 'i', 'get', 'good', 'product', 'flipkartbut', 'i', 'buy', 'redmi', '6', 'i', 'get', 'camera', 'dust', 'low', 'battery', 'backupnever', 'buy', 'product', 'flipkarti', 'sad', 'time', 'flipkarti', 'never', 'expect', 'like']",0.9662968,0.9612913,0.970428,0.99761766,0.96615523
display quality poor portrait mode ok good plastic body,0,"['display', 'quality', 'poor', 'portrait', 'mode', 'ok', 'good', 'plastic', 'body']",0.9529218,0.9461714,0.957363,0.9988057,0.951977
batery 3000 mah bad camera display good prfomance 5 star good,0,"['batery', '3000', 'mah', 'bad', 'camera', 'display', 'good', 'prfomance', '5', 'star', 'good']",0.9902464,0.9846492,0.98805046,0.96779317,0.98603237
courier boy bad n flipkart update payment fastly phone come two day late bad ekart wishmaster,0,"['courier', 'boy', 'bad', 'n', 'flipkart', 'update', 'payment', 'fastly', 'phone', 'come', 'two', 'day', 'late', 'bad', 'ekart', 'wishmaster']",0.9834008,0.97938794,0.98721373,0.99042195,0.9836739
bad phone display flicker phone mis behaving volume get low automatically click sound come weather ill call phone stand mode lot issue battery back poor camera quality worststill get tech visit replacement,0,"['bad', 'phone', 'display', 'flicker', 'phone', 'mis', 'behaving', 'volume', 'get', 'low', 'automatically', 'click', 'sound', 'come', 'weather', 'ill', 'call', 'phone', 'stand', 'mode', 'lot', 'issue', 'battery', 'back', 'poor', 'camera', 'quality', 'worststill', 'get', 'tech', 'visit', 'replacement']",0.97691417,0.9727119,0.9798038,0.9952061,0.9765299
money waist product,0,"['money', 'waist', 'product']",0.9680681,0.96648175,0.973191,0.9931091,0.97054636
bad product overheat charge last within day,0,"['bad', 'product', 'overheat', 'charge', 'last', 'within', 'day']",0.9825166,0.980806,0.9869971,0.9908315,0.9844373
camera good,0,"['camera', 'good']",0.97255313,0.98513865,0.9803273,0.9380124,0.9832287
good,0,['good'],0.89556074,0.8994036,0.8985473,0.85961854,0.8977287
good,0,['good'],0.89556074,0.8994036,0.8985473,0.85961854,0.8977287
thank fast delivery flipkartmobile good look average battery performancemajor issue 2 day charger workingit painful I,0,"['thank', 'fast', 'delivery', 'flipkartmobile', 'good', 'look', 'average', 'battery', 'performancemajor', 'issue', '2', 'day', 'charger', 'workingit', 'painful', 'i']",0.97675455,0.9692772,0.97852695,0.9951784,0.97372097
first time bad experience xiaomi phone mediatek processorphone gets hang every time even instal app like whatsapp facebook instagram,0,"['first', 'time', 'bad', 'experience', 'xiaomi', 'phone', 'mediatek', 'processorphone', 'gets', 'hang', 'every', 'time', 'even', 'instal', 'app', 'like', 'whatsapp', 'facebook', 'instagram']",0.9769198,0.9648833,0.97496295,0.99529284,0.96946204
good phone good option realme 2,0,"['good', 'phone', 'good', 'option', 'realme', '2']",0.98657244,0.97269183,0.9795543,0.9738767,0.9756298
3 rd mi familyn happy wid I buy young brother issue wid phone battery pack return please kindly accept problem,0,"['3', 'rd', 'mi', 'familyn', 'happy', 'wid', 'i', 'buy', 'young', 'brother', 'issue', 'wid', 'phone', 'battery', 'pack', 'return', 'please', 'kindly', 'accept', 'problem']",0.97568846,0.96846545,0.97786254,0.9956849,0.9734341
smartphone screen size small battery good buy,0,"['smartphone', 'screen', 'size', 'small', 'battery', 'good', 'buy']",0.98926884,0.9853612,0.99303424,0.98295945,0.9895927
bad,0,['bad'],0.9833915,0.9781075,0.9869377,0.94750535,0.98054343
damage,0,['damage'],0.9265145,0.9308661,0.92907166,0.89355564,0.92746353
waste money,0,"['waste', 'money']",0.99390686,0.98277485,0.9876885,0.95644647,0.9837511
bad product well go realme2,0,"['bad', 'product', 'well', 'go', 'realme2']",0.98777866,0.99258673,0.9919436,0.9690952,0.99336636
1ᴅɪꜱᴩʟᴀy blink ᴩʀᴏʙʟᴇᴍ2ᴀᴜᴛᴏᴍᴀᴛɪᴄᴀʟʟy ꜱᴡɪᴄʜ ᴏɴ3battery backup bad thumb,0,"['1ᴅɪꜱᴩʟᴀy', 'blink', 'ᴩʀᴏʙʟᴇᴍ2ᴀᴜᴛᴏᴍᴀᴛɪᴄᴀʟʟy', 'ꜱᴡɪᴄʜ', 'ᴏɴ3battery', 'backup', 'bad', 'thumb']",0.98360085,0.97693604,0.9804708,0.978492,0.97940296
I replace product process work waste time moneyi hate flipkart poor battery buy,0,"['i', 'replace', 'product', 'process', 'work', 'waste', 'time', 'moneyi', 'hate', 'flipkart', 'poor', 'battery', 'buy']",0.97664994,0.97551465,0.98245454,0.99371624,0.9798543
battery charing take time discharge fastly adapter go heat time charge dnot buy redmi6 wrost mobile redmi brand,0,"['battery', 'charing', 'take', 'time', 'discharge', 'fastly', 'adapter', 'go', 'heat', 'time', 'charge', 'dnot', 'buy', 'redmi6', 'wrost', 'mobile', 'redmi', 'brand']",0.97848374,0.9710191,0.98013,0.99378455,0.97523904
style good,0,"['style', 'good']",0.95397,0.9564717,0.95833,0.92356426,0.95664537
good battery drain quickly,0,"['good', 'battery', 'drain', 'quickly']",0.9671388,0.9616829,0.97194153,0.996907,0.9664917
wrost product buy pubg player think easily play pubg low graphic device cry face,0,"['wrost', 'product', 'buy', 'pubg', 'player', 'think', 'easily', 'play', 'pubg', 'low', 'graphic', 'device', 'cry', 'face']",0.9778635,0.9803076,0.98487693,0.9904593,0.98356193
bad phone I like,0,"['bad', 'phone', 'i', 'like']",0.9538993,0.93380666,0.948924,0.9974309,0.94054097
bad chinese phonecamera mentionedbattery batterynot go long 3000mahlow sound speakernot value money,0,"['bad', 'chinese', 'phonecamera', 'mentionedbattery', 'batterynot', 'go', 'long', '3000mahlow', 'sound', 'speakernot', 'value', 'money']",0.9936294,0.98363835,0.99115443,0.9769387,0.9871198
handset beautifulbut delivery long time,0,"['handset', 'beautifulbut', 'delivery', 'long', 'time']",0.95952284,0.95235825,0.9642018,0.9965281,0.95829225
display quality good light screen dull hd display name even pixel 1440720 quality video level suppose,0,"['display', 'quality', 'good', 'light', 'screen', 'dull', 'hd', 'display', 'name', 'even', 'pixel', '1440720', 'quality', 'video', 'level', 'suppose']",0.97320676,0.96200776,0.9702052,0.99359155,0.9662242
mobile hanging charge call get automatic disconnected talk everytime need clean memory lot issue I want replace plz suggest I replace replacement date cross 22 sep 2018,0,"['mobile', 'hanging', 'charge', 'call', 'get', 'automatic', 'disconnected', 'talk', 'everytime', 'need', 'clean', 'memory', 'lot', 'issue', 'i', 'want', 'replace', 'plz', 'suggest', 'i', 'replace', 'replacement', 'date', 'cross', '22', 'sep', '2018']",0.9855765,0.97947514,0.9839681,0.9858638,0.98166883
recive bend phone,0,"['recive', 'bend', 'phone']",0.9917507,0.98002875,0.9882055,0.9853313,0.98430157
bad experience waste money go guy waste time money flipkart service helpless,0,"['bad', 'experience', 'waste', 'money', 'go', 'guy', 'waste', 'time', 'money', 'flipkart', 'service', 'helpless']",0.9816885,0.9756109,0.982831,0.99187595,0.9791273
charger work second day,0,"['charger', 'work', 'second', 'day']",0.9898058,0.9949335,0.9947007,0.95409715,0.9958437
I check charger I see adepter already damage,0,"['i', 'check', 'charger', 'i', 'see', 'adepter', 'already', 'damage']",0.98337185,0.9844839,0.9876359,0.9825202,0.9864561
display size small plastic body charger cable miss smile face horn smile face horn smile face horn smile face horn smile face horn smile face horn smile face horn thumb thumb thumb thumb thumb,0,"['display', 'size', 'small', 'plastic', 'body', 'charger', 'cable', 'miss', 'smile', 'face', 'horn', 'smile', 'face', 'horn', 'smile', 'face', 'horn', 'smile', 'face', 'horn', 'smile', 'face', 'horn', 'smile', 'face', 'horn', 'smile', 'face', 'horn', 'thumb', 'thumb', 'thumb', 'thumb', 'thumb']",0.97739166,0.9729388,0.9803835,0.9944835,0.9774134
bad display break without reason one month good phone,0,"['bad', 'display', 'break', 'without', 'reason', 'one', 'month', 'good', 'phone']",0.98769563,0.97511196,0.98625076,0.98896694,0.98057073
nice phone,0,"['nice', 'phone']",0.98653114,0.9698105,0.97881085,0.9892322,0.97417337
I youtube issue slow open play youtube video I also performance issue,0,"['i', 'youtube', 'issue', 'slow', 'open', 'play', 'youtube', 'video', 'i', 'also', 'performance', 'issue']",0.94451386,0.94101393,0.95150626,0.9926895,0.94727445
screen flicker low brightness impart good build quality one would expect price range mtk processor make situation bad bad nb lack ir blaster dissapointe,0,"['screen', 'flicker', 'low', 'brightness', 'impart', 'good', 'build', 'quality', 'one', 'would', 'expect', 'price', 'range', 'mtk', 'processor', 'make', 'situation', 'bad', 'bad', 'nb', 'lack', 'ir', 'blaster', 'dissapointe']",0.97375107,0.9669964,0.9764412,0.99660003,0.9717044
display issue,0,"['display', 'issue']",0.87817657,0.8664636,0.88180196,0.97461706,0.8744863
good,0,['good'],0.89556074,0.8994036,0.8985473,0.85961854,0.8977287
lagging vry badly,0,"['lagging', 'vry', 'badly']",0.9727329,0.9657978,0.9746562,0.96885663,0.96840096
video come full screen,0,"['video', 'come', 'full', 'screen']",0.979357,0.9807979,0.9841742,0.9889661,0.9837992
I sure u regret deal good luck,0,"['i', 'sure', 'u', 'regret', 'deal', 'good', 'luck']",0.96925277,0.97590923,0.9814763,0.9856087,0.9799624
dual camera disappoint I go return product,0,"['dual', 'camera', 'disappoint', 'i', 'go', 'return', 'product']",0.9643306,0.9617723,0.9708595,0.99477625,0.96704197
second sim slot workingvery disappoint product redmi 6,0,"['second', 'sim', 'slot', 'workingvery', 'disappoint', 'product', 'redmi', '6']",0.9681541,0.9562147,0.96657634,0.99733305,0.96144366
good brand fiturre,0,"['good', 'brand', 'fiturre']",0.9758235,0.97171915,0.9829885,0.99053335,0.97763646
good,0,['good'],0.89556074,0.8994036,0.8985473,0.85961854,0.8977287
bad,0,['bad'],0.9833915,0.9781075,0.9869377,0.94750535,0.98054343
bad experience screen break one week design bad spend 3k replace screen,0,"['bad', 'experience', 'screen', 'break', 'one', 'week', 'design', 'bad', 'spend', '3k', 'replace', 'screen']",0.99354374,0.98605096,0.99126256,0.97446525,0.98864233
poor battery back uppoor front camera qualitypoor display,0,"['poor', 'battery', 'back', 'uppoor', 'front', 'camera', 'qualitypoor', 'display']",0.97815806,0.97887456,0.9858094,0.9888829,0.9837378
phone goodbut battery processor slow processor must snapdragon 625budget may inc feature must present,0,"['phone', 'goodbut', 'battery', 'processor', 'slow', 'processor', 'must', 'snapdragon', '625budget', 'may', 'inc', 'feature', 'must', 'present']",0.9893718,0.98662215,0.99131674,0.97594106,0.9899143
realme 2 pro way well,0,"['realme', '2', 'pro', 'way', 'well']",0.98974586,0.9904625,0.9897081,0.9636844,0.9909161
volte service support vodafone ideasignal reception low,0,"['volte', 'service', 'support', 'vodafone', 'ideasignal', 'reception', 'low']",0.9764255,0.96854275,0.9772014,0.9961059,0.9729821
much lag play free fire ultra mode,0,"['much', 'lag', 'play', 'free', 'fire', 'ultra', 'mode']",0.9753496,0.98089725,0.98576856,0.98713326,0.9848143
camera high brightness visibleness screen poor battery pick also good camera good,0,"['camera', 'high', 'brightness', 'visibleness', 'screen', 'poor', 'battery', 'pick', 'also', 'good', 'camera', 'good']",0.98268044,0.97652805,0.9839287,0.9891133,0.9801117
battery back disastrous,0,"['battery', 'back', 'disastrous']",0.9676362,0.96980727,0.9776503,0.99224186,0.9744762
please buy phone I purchase phone 2 day ago receive I see work properly refund option,0,"['please', 'buy', 'phone', 'i', 'purchase', 'phone', '2', 'day', 'ago', 'receive', 'i', 'see', 'work', 'properly', 'refund', 'option']",0.9836215,0.97735995,0.98480123,0.99119586,0.98191744
hear lot find anything like thatcamera thumb bad seem like old oppo neo7 camera performance well redmi 6i exchange old phone phone last mistake life persevere face,0,"['hear', 'lot', 'find', 'anything', 'like', 'thatcamera', 'thumb', 'bad', 'seem', 'like', 'old', 'oppo', 'neo7', 'camera', 'performance', 'well', 'redmi', '6i', 'exchange', 'old', 'phone', 'phone', 'last', 'mistake', 'life', 'persevere', 'face']",0.9867027,0.977656,0.9852835,0.99013054,0.9817371
flipkart give I delivery latei hate courier servicesmartphone nice lookbattery may 3000mahcamera gooddisplay smooth lovablebut buy 3gb64 gb varientgo 3gb32gbvarient fold hand ok hand ok hand thumb thumb thumb thumb thumb thumb thumb thumb thumb smile face sunglass man dance,0,"['flipkart', 'give', 'i', 'delivery', 'latei', 'hate', 'courier', 'servicesmartphone', 'nice', 'lookbattery', 'may', '3000mahcamera', 'gooddisplay', 'smooth', 'lovablebut', 'buy', '3gb64', 'gb', 'varientgo', '3gb32gbvarient', 'fold', 'hand', 'ok', 'hand', 'ok', 'hand', 'thumb', 'thumb', 'thumb', 'thumb', 'thumb', 'thumb', 'thumb', 'thumb', 'thumb', 'smile', 'face', 'sunglass', 'man', 'dance']",0.98248434,0.9761002,0.9836359,0.99026346,0.980065
bad display problem start flickre low britness,0,"['bad', 'display', 'problem', 'start', 'flickre', 'low', 'britness']",0.9756535,0.96849024,0.9786883,0.9964903,0.97369826
bad mobile ever xiaomi flipkart become thug send I defected handset ask return money waste 15 day still return money I go file complaint consumer court also highlight matter business news channel come mobile display bad camera bad ever mi battery also hardly run whole day guy buy mobile u regret flipkart loot indians become,0,"['bad', 'mobile', 'ever', 'xiaomi', 'flipkart', 'become', 'thug', 'send', 'i', 'defected', 'handset', 'ask', 'return', 'money', 'waste', '15', 'day', 'still', 'return', 'money', 'i', 'go', 'file', 'complaint', 'consumer', 'court', 'also', 'highlight', 'matter', 'business', 'news', 'channel', 'come', 'mobile', 'display', 'bad', 'camera', 'bad', 'ever', 'mi', 'battery', 'also', 'hardly', 'run', 'whole', 'day', 'guy', 'buy', 'mobile', 'u', 'regret', 'flipkart', 'loot', 'indians', 'become']",0.9765932,0.9694286,0.97879845,0.99535537,0.9740573
battery backup poor need 4000 mah competitor provide 4000mah battery,0,"['battery', 'backup', 'poor', 'need', '4000', 'mah', 'competitor', 'provide', '4000mah', 'battery']",0.990145,0.984627,0.98941004,0.9772829,0.9875852
bad phone I ever encountered detect mobile datum battery bad performance,0,"['bad', 'phone', 'i', 'ever', 'encountered', 'detect', 'mobile', 'datum', 'battery', 'bad', 'performance']",0.9879148,0.98405296,0.9910312,0.9847763,0.98801225
1display blink problem2 poor battery backup3camera quality bad,0,"['1display', 'blink', 'problem2', 'poor', 'battery', 'backup3camera', 'quality', 'bad']",0.9801293,0.9733423,0.9792563,0.98992574,0.9765234
phone overall good display light poor max light bar quite visible unless darkish camera quality good also hang time,0,"['phone', 'overall', 'good', 'display', 'light', 'poor', 'max', 'light', 'bar', 'quite', 'visible', 'unless', 'darkish', 'camera', 'quality', 'good', 'also', 'hang', 'time']",0.9663415,0.9578471,0.9689118,0.9981512,0.9631885
display blink low brightness white page,0,"['display', 'blink', 'low', 'brightness', 'white', 'page']",0.96905935,0.955804,0.96745616,0.9961564,0.96071994
phn good,0,"['phn', 'good']",0.98685306,0.9741135,0.9806996,0.9444369,0.9773574
bad volume,0,"['bad', 'volume']",0.9597492,0.96849406,0.97329605,0.9742556,0.9729941
camera batery good,0,"['camera', 'batery', 'good']",0.9825467,0.9914667,0.99130064,0.95020425,0.9916222
bad,0,['bad'],0.9833915,0.9781075,0.9869377,0.94750535,0.98054343
poor bad irritate service,0,"['poor', 'bad', 'irritate', 'service']",0.95522875,0.947269,0.95914423,0.9993365,0.9532378
bad camera ever use,0,"['bad', 'camera', 'ever', 'use']",0.9815754,0.99134004,0.9928664,0.9714274,0.9938492
mobile good flipkart delivery delay poor service buy flipkart,0,"['mobile', 'good', 'flipkart', 'delivery', 'delay', 'poor', 'service', 'buy', 'flipkart']",0.9649115,0.9592409,0.96931154,0.99887747,0.964581
overall phone good camera good disappointed batterycharge phone first time battery reduce 100 87 overnight 8hrs observe 4 daysso return device second thought cry face,0,"['overall', 'phone', 'good', 'camera', 'good', 'disappointed', 'batterycharge', 'phone', 'first', 'time', 'battery', 'reduce', '100', '87', 'overnight', '8hrs', 'observe', '4', 'daysso', 'return', 'device', 'second', 'thought', 'cry', 'face']",0.98922133,0.9833882,0.98918444,0.9828882,0.9869101
bad product ever huh sound like chinese mobile screen resolution bad experience mi,0,"['bad', 'product', 'ever', 'huh', 'sound', 'like', 'chinese', 'mobile', 'screen', 'resolution', 'bad', 'experience', 'mi']",0.9731466,0.96677303,0.9757618,0.99552894,0.9719416
bad exchange experience flipkart product good,0,"['bad', 'exchange', 'experience', 'flipkart', 'product', 'good']",0.9867726,0.9852056,0.9894275,0.98457,0.9879157
battery backup bad battery level reduce 1 every 23 minute youtube charging slow take almost 3hours 10 minute,0,"['battery', 'backup', 'bad', 'battery', 'level', 'reduce', '1', 'every', '23', 'minute', 'youtube', 'charging', 'slow', 'take', 'almost', '3hours', '10', 'minute']",0.981642,0.9783339,0.98341334,0.98450065,0.9812162
I interested man,0,"['i', 'interested', 'man']",0.94933707,0.92505455,0.94327474,0.9933812,0.93217427
I like phone speaker volume low unhappy model,0,"['i', 'like', 'phone', 'speaker', 'volume', 'low', 'unhappy', 'model']",0.979223,0.97269815,0.9811453,0.9934474,0.97798914
bad cameraand display,0,"['bad', 'cameraand', 'display']",0.9815164,0.9732403,0.9811757,0.9931076,0.97676563
ring volume low hear call I expect much xiami mobile use callingbut I hearabkei buy 7499plane return buy lenova k8plus paytm cashback offer able click submit button,0,"['ring', 'volume', 'low', 'hear', 'call', 'i', 'expect', 'much', 'xiami', 'mobile', 'use', 'callingbut', 'i', 'hearabkei', 'buy', '7499plane', 'return', 'buy', 'lenova', 'k8plus', 'paytm', 'cashback', 'offer', 'able', 'click', 'submit', 'button']",0.97510636,0.97114545,0.97815,0.99325204,0.9754829
waste money productnot standard like mi mobile disappointment mobile evercamera 5 mp cheap quality,0,"['waste', 'money', 'productnot', 'standard', 'like', 'mi', 'mobile', 'disappointment', 'mobile', 'evercamera', '5', 'mp', 'cheap', 'quality']",0.9709531,0.9598348,0.9700463,0.9972007,0.9646307
perfect,0,['perfect'],0.9872978,0.9981358,0.99338806,0.95521677,0.9981873
I get charger boxallover phone good,0,"['i', 'get', 'charger', 'boxallover', 'phone', 'good']",0.9869858,0.9849452,0.9898735,0.9711985,0.98763853
phone beautiful delivery bad courier service bad,0,"['phone', 'beautiful', 'delivery', 'bad', 'courier', 'service', 'bad']",0.9623635,0.95947576,0.9685422,0.9963076,0.96487135
bettery good bad,0,"['bettery', 'good', 'bad']",0.980101,0.98063964,0.98661774,0.9486883,0.98273605
first thing I happy flipkart deliver product late I use phone quite time lead notification light I want camera decent I frame drop play pubg device take quite sometime charge I even feel rear mount speaker could well,0,"['first', 'thing', 'i', 'happy', 'flipkart', 'deliver', 'product', 'late', 'i', 'use', 'phone', 'quite', 'time', 'lead', 'notification', 'light', 'i', 'want', 'camera', 'decent', 'i', 'frame', 'drop', 'play', 'pubg', 'device', 'take', 'quite', 'sometime', 'charge', 'i', 'even', 'feel', 'rear', 'mount', 'speaker', 'could', 'well']",0.9662261,0.958928,0.968793,0.9984523,0.9638557
phone quite good look performance nice gr8 camera great ui okay battery I face great problem surf internet speed significantly reduce phone old phone,0,"['phone', 'quite', 'good', 'look', 'performance', 'nice', 'gr8', 'camera', 'great', 'ui', 'okay', 'battery', 'i', 'face', 'great', 'problem', 'surf', 'internet', 'speed', 'significantly', 'reduce', 'phone', 'old', 'phone']",0.98348653,0.97709906,0.98509884,0.99053484,0.98133504
useless product go realme 3c2 bad battery backup buy,0,"['useless', 'product', 'go', 'realme', '3c2', 'bad', 'battery', 'backup', 'buy']",0.98189837,0.9880905,0.9885372,0.97313976,0.9897815
battery performance poor please go realme 2 redmi 6,0,"['battery', 'performance', 'poor', 'please', 'go', 'realme', '2', 'redmi', '6']",0.9917206,0.98629594,0.99035275,0.97428346,0.9891032
bad,0,['bad'],0.9833915,0.9781075,0.9869377,0.94750535,0.98054343
weast product less battery backup,0,"['weast', 'product', 'less', 'battery', 'backup']",0.9792003,0.99093986,0.9911045,0.970897,0.99309057
wrost camera wrost performance totally slow,0,"['wrost', 'camera', 'wrost', 'performance', 'totally', 'slow']",0.98894715,0.99717224,0.99705696,0.95901155,0.9984936
bad phone section,0,"['bad', 'phone', 'section']",0.9881756,0.9719007,0.98138875,0.988053,0.976339
sim work,0,"['sim', 'work']",0.9415276,0.9328122,0.94478977,0.9977629,0.93854356
mobile complete bad buy mobile flippant coprate defective phone delhi home say mobile phone defect eyesight weak type manner use technician reliable custmer flipkart,0,"['mobile', 'complete', 'bad', 'buy', 'mobile', 'flippant', 'coprate', 'defective', 'phone', 'delhi', 'home', 'say', 'mobile', 'phone', 'defect', 'eyesight', 'weak', 'type', 'manner', 'use', 'technician', 'reliable', 'custmer', 'flipkart']",0.9772519,0.96982926,0.97792923,0.99607456,0.9740918
disappointment camera video poor battery dry quickly without use mobile,0,"['disappointment', 'camera', 'video', 'poor', 'battery', 'dry', 'quickly', 'without', 'use', 'mobile']",0.9546554,0.94768417,0.9586186,0.99786067,0.95340836
I get product yesterday product awesome price finger print censor work,0,"['i', 'get', 'product', 'yesterday', 'product', 'awesome', 'price', 'finger', 'print', 'censor', 'work']",0.9809052,0.9789988,0.9855459,0.99107784,0.9828158
