/sentence/#id,/sentence/@id,Category,/sentence/aspectTerms/aspectTerm/@from,Polarity,Term,/sentence/aspectTerms/aspectTerm/@to,Text
4206,46,FACILITIES#GENERAL,145,positive,فيلات,150,"سعدت بإقامتي الفيلا تبدو مدهشة، أفهم أنه تم إعادة تزيينها مؤخرا. استخدم فلل مدلوك على الأقل مرة في السنة. أحب الرائحة الجديدة وكل شيء نظيف جداً. فيلات مدلوك هو خيار ممتاز للعائلات والأزواج والمجموعات. أيضا، عليك أن تحب المكان - أنها رائعة."
4206,46,LOCATION#GENERAL,219,positive,المكان,225,"سعدت بإقامتي الفيلا تبدو مدهشة، أفهم أنه تم إعادة تزيينها مؤخرا. استخدم فلل مدلوك على الأقل مرة في السنة. أحب الرائحة الجديدة وكل شيء نظيف جداً. فيلات مدلوك هو خيار ممتاز للعائلات والأزواج والمجموعات. أيضا، عليك أن تحب المكان - أنها رائعة."
4207,2166,HOTEL#COMFORT,16,negative,فندق,20,"مريع!  يا له من فندق مريع، كان قذراً، الحمام متعفن، ستارة الدش قذرة"
4207,2166,ROOMS#CLEANLINESS,38,negative,الحمام,44,"مريع!  يا له من فندق مريع، كان قذراً، الحمام متعفن، ستارة الدش قذرة"
4207,2166,ROOMS_AMENITIES#CLEANLINESS,52,negative,ستارة الدش,62,"مريع!  يا له من فندق مريع، كان قذراً، الحمام متعفن، ستارة الدش قذرة"
4208,2166,ROOMS_AMENITIES#GENERAL,19,negative,تلفزيون,26,أعلنوا عن غرف فيها تلفزيون. كان في غرفتنا تلفزيون حقاً لكن سلك الهوائي مقطوع وبالتالي لم نستطع مشاهدة شيء
4209,2166,FACILITIES#DESIGN_FEATURES,14,negative,موقف السيارات,27,"لقد أعلنوا عن موقف السيارات، وكان يتسع لـ 3 سيارات فوق بعضها البعض مقابل £ 10 في الليلة. أصروا على تحريك سيارتنا ولقد شاهدهم أحد النزلاء وهم يخدشون سيارتنا بالجدار، وهو ما نفاه فريق الموظفين"
4209,2166,SERVICE#GENERAL,177,negative,فريق الموظفين,190,"لقد أعلنوا عن موقف السيارات، وكان يتسع لـ 3 سيارات فوق بعضها البعض مقابل £ 10 في الليلة. أصروا على تحريك سيارتنا ولقد شاهدهم أحد النزلاء وهم يخدشون سيارتنا بالجدار، وهو ما نفاه فريق الموظفين"
4209,2166,SERVICE#GENERAL,0,negative,NULL,0,"لقد أعلنوا عن موقف السيارات، وكان يتسع لـ 3 سيارات فوق بعضها البعض مقابل £ 10 في الليلة. أصروا على تحريك سيارتنا ولقد شاهدهم أحد النزلاء وهم يخدشون سيارتنا بالجدار، وهو ما نفاه فريق الموظفين"
4210,2166,SERVICE#GENERAL,46,negative,طاقم العمل,56,لا تحصل على قيمة مقابل المال الذي تدفعه ..... طاقم العمل يكذب...... نصيحتي هي لا تذهب إلى هناك!
4211,980,LOCATION#GENERAL,44,positive,الموقع,50,"أنصح بهذا الفندق إلى أي شخص يذهب إلى ميلان  الموقع جيدًا جدًا. محطة مترو أنفاق جديدة تبعد 5 دقائق سيرًا على الأقدام. الخدمة ممتازة، وكذلك بالنسبة لفريق العمل والتصميم. لا أعلم شيئًا عن الإفطار في الفندق، ولكننا قمنا بشراء بعض الطعام من سوبر ماركت (أيضًا يبعد 5 دقائق سيرًا على الأقدام) ووضعناها في ثلاجة في الغرفة وهو الأمر الذي ناسبنا تمامًا."
4211,980,SERVICE#GENERAL,117,positive,الخدمة,123,"أنصح بهذا الفندق إلى أي شخص يذهب إلى ميلان  الموقع جيدًا جدًا. محطة مترو أنفاق جديدة تبعد 5 دقائق سيرًا على الأقدام. الخدمة ممتازة، وكذلك بالنسبة لفريق العمل والتصميم. لا أعلم شيئًا عن الإفطار في الفندق، ولكننا قمنا بشراء بعض الطعام من سوبر ماركت (أيضًا يبعد 5 دقائق سيرًا على الأقدام) ووضعناها في ثلاجة في الغرفة وهو الأمر الذي ناسبنا تمامًا."
4211,980,SERVICE#GENERAL,147,positive,فريق العمل,157,"أنصح بهذا الفندق إلى أي شخص يذهب إلى ميلان  الموقع جيدًا جدًا. محطة مترو أنفاق جديدة تبعد 5 دقائق سيرًا على الأقدام. الخدمة ممتازة، وكذلك بالنسبة لفريق العمل والتصميم. لا أعلم شيئًا عن الإفطار في الفندق، ولكننا قمنا بشراء بعض الطعام من سوبر ماركت (أيضًا يبعد 5 دقائق سيرًا على الأقدام) ووضعناها في ثلاجة في الغرفة وهو الأمر الذي ناسبنا تمامًا."
4211,980,FOOD_DRINKS#MISCELLANEOUS,185,positive,الإفطار,192,"أنصح بهذا الفندق إلى أي شخص يذهب إلى ميلان  الموقع جيدًا جدًا. محطة مترو أنفاق جديدة تبعد 5 دقائق سيرًا على الأقدام. الخدمة ممتازة، وكذلك بالنسبة لفريق العمل والتصميم. لا أعلم شيئًا عن الإفطار في الفندق، ولكننا قمنا بشراء بعض الطعام من سوبر ماركت (أيضًا يبعد 5 دقائق سيرًا على الأقدام) ووضعناها في ثلاجة في الغرفة وهو الأمر الذي ناسبنا تمامًا."
4212,1409,HOTEL#GENERAL,0,positive,فندقٌ,5,"فندقٌ رائعٌ، خدمةٌ رائعة  قضيت أسبوعاً واحداً في باريو لاتينو وأيّ مفاجأة رائعة! سعر ممتاز، غرفة رائعة فيها كل ما احتجته،"
4212,1409,SERVICE#GENERAL,13,positive,خدمةٌ,18,"فندقٌ رائعٌ، خدمةٌ رائعة  قضيت أسبوعاً واحداً في باريو لاتينو وأيّ مفاجأة رائعة! سعر ممتاز، غرفة رائعة فيها كل ما احتجته،"
4212,1409,HOTEL#PRICES,81,positive,سعر,84,"فندقٌ رائعٌ، خدمةٌ رائعة  قضيت أسبوعاً واحداً في باريو لاتينو وأيّ مفاجأة رائعة! سعر ممتاز، غرفة رائعة فيها كل ما احتجته،"
4212,1409,ROOMS#GENERAL,92,positive,غرفة,96,"فندقٌ رائعٌ، خدمةٌ رائعة  قضيت أسبوعاً واحداً في باريو لاتينو وأيّ مفاجأة رائعة! سعر ممتاز، غرفة رائعة فيها كل ما احتجته،"
4213,1409,FOOD_DRINKS#STYLE_OPTIONS,0,positive,منطقةٌ,6,"منطقةٌ جميلةٌ لتناول طعام الفطور مع قائمة مأكولاتٍ قليلة ولكنها جيدةٌ جداً، خدمة إنترنت متازة عبر الواي فاي وعنايةٌ احترافية من قبل المالك. أوصي به قطعاً. حجزت عبر صفحة الإنترنت الخاصة بهم وحصلت على سعر رائع: أوصي به وسأعودُ غداً إذا استطعت"
4213,1409,ROOMS_AMENITIES#QUALITY,36,positive,قائمة مأكولاتٍ,50,"منطقةٌ جميلةٌ لتناول طعام الفطور مع قائمة مأكولاتٍ قليلة ولكنها جيدةٌ جداً، خدمة إنترنت متازة عبر الواي فاي وعنايةٌ احترافية من قبل المالك. أوصي به قطعاً. حجزت عبر صفحة الإنترنت الخاصة بهم وحصلت على سعر رائع: أوصي به وسأعودُ غداً إذا استطعت"
4214,548,HOTEL#GENERAL,0,positive,فندق,4,"فندق جميل جدا أقمنا في الشقه ذات الغرفتين .. الشقه جميلة جدا، والمسبح استمتع به الاطفال ، كما ركبنا المترو من المحطه القريبه من الفندق، ويوجد بالقرب من الفندق جمعيه، وعدد من المطاعم.."
4214,548,ROOMS#GENERAL,23,positive,الشقه,28,"فندق جميل جدا أقمنا في الشقه ذات الغرفتين .. الشقه جميلة جدا، والمسبح استمتع به الاطفال ، كما ركبنا المترو من المحطه القريبه من الفندق، ويوجد بالقرب من الفندق جمعيه، وعدد من المطاعم.."
4214,548,LOCATION#GENERAL,128,positive,الفندق,134,"فندق جميل جدا أقمنا في الشقه ذات الغرفتين .. الشقه جميلة جدا، والمسبح استمتع به الاطفال ، كما ركبنا المترو من المحطه القريبه من الفندق، ويوجد بالقرب من الفندق جمعيه، وعدد من المطاعم.."
4215,548,SERVICE#GENERAL,1,neutral,الخدمة,7,"والخدمة في الفندة جيدة جدا.. والغرف المفرده كذلك جميله جدا، والحمام زجاجي بالكامل لكنه غير شفاف.. أنصح به وبقوة.."
4215,548,ROOMS#GENERAL,30,positive,الغرف,35,"والخدمة في الفندة جيدة جدا.. والغرف المفرده كذلك جميله جدا، والحمام زجاجي بالكامل لكنه غير شفاف.. أنصح به وبقوة.."
4215,548,ROOMS#GENERAL,61,neutral,الحمام,67,"والخدمة في الفندة جيدة جدا.. والغرف المفرده كذلك جميله جدا، والحمام زجاجي بالكامل لكنه غير شفاف.. أنصح به وبقوة.."
4216,954,LOCATION#GENERAL,0,positive,موقع,4,موقع ممتاز موقعه ممتاز على شارع اكسفورد وقريب من هيد بارك واجورد
4216,954,LOCATION#GENERAL,11,positive,موقعه,16,موقع ممتاز موقعه ممتاز على شارع اكسفورد وقريب من هيد بارك واجورد
4217,954,ROOMS#GENERAL,0,positive,الغرف,5,الغرف واسعه نوعا ما مقارنه بفنادق لندن الاخرى نظيفه ومرتبه  موجود الغلايه والشاي ومكواة السرير مريح نوعا ما قنوات منوعه  توفر فنوات عربيه عالميه معروفه
4217,954,ROOMS#GENERAL,88,positive,السرير,94,الغرف واسعه نوعا ما مقارنه بفنادق لندن الاخرى نظيفه ومرتبه  موجود الغلايه والشاي ومكواة السرير مريح نوعا ما قنوات منوعه  توفر فنوات عربيه عالميه معروفه
4218,954,HOTEL#PRICES,4,negative,الفندق,10,عيب الفندق  الغلا بمواسم معينه ... وكذلك دخول طاقم التنظيف لتنظيف الغرفه رغم وضع علامه عدم الازعاج
4218,954,SERVICE#GENERAL,46,negative,طاقم التنظيف,58,عيب الفندق  الغلا بمواسم معينه ... وكذلك دخول طاقم التنظيف لتنظيف الغرفه رغم وضع علامه عدم الازعاج
4219,1361,HOTEL#GENERAL,6,positive,فندق,10,تقييم فندق جميل عمال الاستقبال قمة في الذوق خدمه الغرف ممتازة
4219,1361,SERVICE#GENERAL,16,positive,عمال الاستقبال,30,تقييم فندق جميل عمال الاستقبال قمة في الذوق خدمه الغرف ممتازة
4219,1361,ROOMS#MISCELLANEOUS,44,positive,خدمه الغرف,54,تقييم فندق جميل عمال الاستقبال قمة في الذوق خدمه الغرف ممتازة
4220,1361,HOTEL#GENERAL,10,positive,الفندق,16,هدوء داخل الفندق الوبي خفيف جميل استمتعت بيهذية الرحلة
4220,1361,FACILITIES#DESIGN_FEATURES,17,positive,الوبي,22,هدوء داخل الفندق الوبي خفيف جميل استمتعت بيهذية الرحلة
4221,1361,ROOMS#DESIGN_FEATURES,0,negative,الغرف,5,الغرف صغيرة بعض الشي
4222,1361,FACILITIES#GENERAL,6,positive,الفندق,12,يتميز الفندق بي جلسة علي السطح كما انهو في المدينة القديمة  موقع هذا الفندق متميز للزبائن الذين يحبون الآثار القديمة مثل توب كأبي أي صوفية المسجد الأزرق السوق المسقوف والسوق المصري كما يعتبر الفندق قريب من ميناء امنيم وا قبطاش
4222,1361,LOCATION#GENERAL,43,positive,المدينة القديمة,58,يتميز الفندق بي جلسة علي السطح كما انهو في المدينة القديمة  موقع هذا الفندق متميز للزبائن الذين يحبون الآثار القديمة مثل توب كأبي أي صوفية المسجد الأزرق السوق المسقوف والسوق المصري كما يعتبر الفندق قريب من ميناء امنيم وا قبطاش
4223,1620,LOCATION#GENERAL,136,positive,بحيرة التمساح,149,المتعه حقا في الاسماعيلية لقد اقمت فى فندق ميركيور الاسماعيليه لمدة ثلاثه ايام فة شهر يوليو اكثر ما يميز هذا الفندق واجهته التى تطل على بحيرة التمساح وحمام السباحه الذى عليه موظفين اكفاء وغرف الدور الثانى التى تتميز بخصوصيتها وجميع العاملين بالفندق يتمتعون بالابتسامه الدائمه انصح الجميع بزيارة هذا المكان الغلاب
4223,1620,SERVICE#GENERAL,174,positive,موظفين,180,المتعه حقا في الاسماعيلية لقد اقمت فى فندق ميركيور الاسماعيليه لمدة ثلاثه ايام فة شهر يوليو اكثر ما يميز هذا الفندق واجهته التى تطل على بحيرة التمساح وحمام السباحه الذى عليه موظفين اكفاء وغرف الدور الثانى التى تتميز بخصوصيتها وجميع العاملين بالفندق يتمتعون بالابتسامه الدائمه انصح الجميع بزيارة هذا المكان الغلاب
4223,1620,SERVICE#GENERAL,232,positive,العاملين,240,المتعه حقا في الاسماعيلية لقد اقمت فى فندق ميركيور الاسماعيليه لمدة ثلاثه ايام فة شهر يوليو اكثر ما يميز هذا الفندق واجهته التى تطل على بحيرة التمساح وحمام السباحه الذى عليه موظفين اكفاء وغرف الدور الثانى التى تتميز بخصوصيتها وجميع العاملين بالفندق يتمتعون بالابتسامه الدائمه انصح الجميع بزيارة هذا المكان الغلاب
4224,31,SERVICE#GENERAL,6,positive,الاستقبال,15,بشاشة الاستقبال والراحة هذا الفندق مريح من حيث موقعه الجغرافي المطل على البحر وبشاشة طاقم الاستقبال للزبائن وتناسق ألوان جدرانه ونظافة حجراته وأدواته بالإضافة إلى جمال صالة طعامه ولذة مذاقه
4224,31,HOTEL#COMFORT,28,positive,الفندق,34,بشاشة الاستقبال والراحة هذا الفندق مريح من حيث موقعه الجغرافي المطل على البحر وبشاشة طاقم الاستقبال للزبائن وتناسق ألوان جدرانه ونظافة حجراته وأدواته بالإضافة إلى جمال صالة طعامه ولذة مذاقه
4224,31,LOCATION#GENERAL,47,positive,موقعه الجغرافي,61,بشاشة الاستقبال والراحة هذا الفندق مريح من حيث موقعه الجغرافي المطل على البحر وبشاشة طاقم الاستقبال للزبائن وتناسق ألوان جدرانه ونظافة حجراته وأدواته بالإضافة إلى جمال صالة طعامه ولذة مذاقه
4224,31,SERVICE#GENERAL,85,positive,طاقم الاستقبال,99,بشاشة الاستقبال والراحة هذا الفندق مريح من حيث موقعه الجغرافي المطل على البحر وبشاشة طاقم الاستقبال للزبائن وتناسق ألوان جدرانه ونظافة حجراته وأدواته بالإضافة إلى جمال صالة طعامه ولذة مذاقه
4224,31,ROOMS#CLEANLINESS,135,positive,حجراته,141,بشاشة الاستقبال والراحة هذا الفندق مريح من حيث موقعه الجغرافي المطل على البحر وبشاشة طاقم الاستقبال للزبائن وتناسق ألوان جدرانه ونظافة حجراته وأدواته بالإضافة إلى جمال صالة طعامه ولذة مذاقه
4224,31,FOOD_DRINKS#QUALITY,173,positive,طعام,177,بشاشة الاستقبال والراحة هذا الفندق مريح من حيث موقعه الجغرافي المطل على البحر وبشاشة طاقم الاستقبال للزبائن وتناسق ألوان جدرانه ونظافة حجراته وأدواته بالإضافة إلى جمال صالة طعامه ولذة مذاقه
4225,31,HOTEL#GENERAL,17,positive,الفندق,23,وسيكون دائما هذا الفندق موقع اختياري عند السفر
4226,1744,HOTEL#GENERAL,0,positive,فندق,4,فندق الفورسيزون الرياض فندق رائع نظيف مرتب خدمات ميسره وسريعة منظر خلاب اسعاره في متناول الجميع يقطنه نخبه المجتمع ورجال الاعمال
4226,1744,SERVICE#GENERAL,43,positive,خدمات,48,فندق الفورسيزون الرياض فندق رائع نظيف مرتب خدمات ميسره وسريعة منظر خلاب اسعاره في متناول الجميع يقطنه نخبه المجتمع ورجال الاعمال
4226,1744,HOTEL#PRICES,72,positive,اسعاره,78,فندق الفورسيزون الرياض فندق رائع نظيف مرتب خدمات ميسره وسريعة منظر خلاب اسعاره في متناول الجميع يقطنه نخبه المجتمع ورجال الاعمال
4227,1744,FACILITIES#GENERAL,0,positive,مركز تسوق,9,مركز تسوق متكامل ومجموعه رائعة من المطاعم والكافيات متنوعة المذاق وأسعار غاية الروعه
4227,1744,FACILITIES#GENERAL,34,positive,المطاعم,41,مركز تسوق متكامل ومجموعه رائعة من المطاعم والكافيات متنوعة المذاق وأسعار غاية الروعه
4227,1744,FACILITIES#GENERAL,43,positive,الكافيات,51,مركز تسوق متكامل ومجموعه رائعة من المطاعم والكافيات متنوعة المذاق وأسعار غاية الروعه
4227,1744,HOTEL#PRICES,67,positive,أسعار,72,مركز تسوق متكامل ومجموعه رائعة من المطاعم والكافيات متنوعة المذاق وأسعار غاية الروعه
4228,1744,FACILITIES#COMFORT,41,positive,مناطق التسوق,53,الامن متواجد بشكل مكثف قريب من العديد من مناطق التسوق بالرياض المواصلات متوفره اجهزه الصرف الالي
4228,1744,FACILITIES#GENERAL,62,positive,المواصلات,71,الامن متواجد بشكل مكثف قريب من العديد من مناطق التسوق بالرياض المواصلات متوفره اجهزه الصرف الالي
4228,1744,ROOMS_AMENITIES#COMFORT,79,positive,اجهزه الصرف الالي,96,الامن متواجد بشكل مكثف قريب من العديد من مناطق التسوق بالرياض المواصلات متوفره اجهزه الصرف الالي
4229,961,HOTEL#PRICES,19,positive,سعر,22,عائلي وسط المدينه بسعر معقول حفاوت التعامل قد تكون الملاحضه الابرز وتحتل المرتبه الولا مع النظافه الموقع بوسط المدينه قريب للاسواق والكرينش وسوق واقف مساحه الجناح اكثر من رائعه قائمه مناسبه
4229,961,SERVICE#GENERAL,29,positive,حفاوت التعامل,42,عائلي وسط المدينه بسعر معقول حفاوت التعامل قد تكون الملاحضه الابرز وتحتل المرتبه الولا مع النظافه الموقع بوسط المدينه قريب للاسواق والكرينش وسوق واقف مساحه الجناح اكثر من رائعه قائمه مناسبه
4229,961,HOTEL#CLEANLINESS,90,positive,النظافه,97,عائلي وسط المدينه بسعر معقول حفاوت التعامل قد تكون الملاحضه الابرز وتحتل المرتبه الولا مع النظافه الموقع بوسط المدينه قريب للاسواق والكرينش وسوق واقف مساحه الجناح اكثر من رائعه قائمه مناسبه
4229,961,LOCATION#GENERAL,98,positive,الموقع,104,عائلي وسط المدينه بسعر معقول حفاوت التعامل قد تكون الملاحضه الابرز وتحتل المرتبه الولا مع النظافه الموقع بوسط المدينه قريب للاسواق والكرينش وسوق واقف مساحه الجناح اكثر من رائعه قائمه مناسبه
4229,961,FOOD_DRINKS#STYLE_OPTIONS,177,positive,قائمه,182,عائلي وسط المدينه بسعر معقول حفاوت التعامل قد تكون الملاحضه الابرز وتحتل المرتبه الولا مع النظافه الموقع بوسط المدينه قريب للاسواق والكرينش وسوق واقف مساحه الجناح اكثر من رائعه قائمه مناسبه
4230,961,FACILITIES#DESIGN_FEATURES,7,negative,المواقف,14,الماخذ المواقف ضيقه شيا ما مع وجود مواقف خارجيه تقديم الطعام يتوقف عند التاسعه والنصف لمست ذالك خلال العطلة الاسبوعيه لا اعلم ان كان ذاك سببا اطلاله الغرف
4230,961,FOOD_DRINKS#MISCELLANEOUS,54,negative,الطعام,60,الماخذ المواقف ضيقه شيا ما مع وجود مواقف خارجيه تقديم الطعام يتوقف عند التاسعه والنصف لمست ذالك خلال العطلة الاسبوعيه لا اعلم ان كان ذاك سببا اطلاله الغرف
4230,961,ROOMS#DESIGN_FEATURES,142,negative,اطلاله,148,الماخذ المواقف ضيقه شيا ما مع وجود مواقف خارجيه تقديم الطعام يتوقف عند التاسعه والنصف لمست ذالك خلال العطلة الاسبوعيه لا اعلم ان كان ذاك سببا اطلاله الغرف
4231,11,ROOMS#CLEANLINESS,11,negative,السرير,17,يوجد بق في السرير.  سجلنا الوصول في وقت متأخر من قال ذلك! أعتقد أنه يود حل المشكلة... احزر هو يريد  تصوير الرسول  فحسب.
4232,949,HOTEL#GENERAL,0,positive,NULL,0,جيد لقضاء عطلة نهاية الأسبوع
4233,949,ROOMS#GENERAL,0,neutral,الغرفة,6,الغرفة لا بأس بها إن كنت ستقضي الإجازة في الحفلات البسيطة للغاية.
4234,949,SERVICE#GENERAL,0,positive,طاقم الموظفين,13,"طاقم الموظفين في الفندق كان ودودًا، وقد تناولنا معهم جميعًا قليلاً من المشروبات قبل أن نغادر بليلة واحدة. ولم يكن الدش الموجود بالغرفة جيدًا جدًا، وكذلك لم يكن هناك كثير من الماء الساخن."
4234,949,ROOMS_AMENITIES#QUALITY,114,negative,الدش,118,"طاقم الموظفين في الفندق كان ودودًا، وقد تناولنا معهم جميعًا قليلاً من المشروبات قبل أن نغادر بليلة واحدة. ولم يكن الدش الموجود بالغرفة جيدًا جدًا، وكذلك لم يكن هناك كثير من الماء الساخن."
4235,949,HOTEL#GENERAL,0,positive,NULL,0,قضينا إجازة رائعة هاهنا وسوف نأتي لنقيم في الفندق مرة أخرى.
4236,638,HOTEL#GENERAL,0,positive,فندق,4,فندق لأق جدا ذو خدمة رائعة الفندق في منطقة مميزة يبعد 4 دقائق عن ساحة تقسيم صعودا و3دقائق نزولا على البوسفور حيث خط الترام للمدينة القديمة
4236,638,SERVICE#GENERAL,16,positive,خدمة,20,فندق لأق جدا ذو خدمة رائعة الفندق في منطقة مميزة يبعد 4 دقائق عن ساحة تقسيم صعودا و3دقائق نزولا على البوسفور حيث خط الترام للمدينة القديمة
4236,638,HOTEL#GENERAL,27,positive,الفندق,33,فندق لأق جدا ذو خدمة رائعة الفندق في منطقة مميزة يبعد 4 دقائق عن ساحة تقسيم صعودا و3دقائق نزولا على البوسفور حيث خط الترام للمدينة القديمة
4237,638,ROOMS#CLEANLINESS,0,positive,غرف,3,غرف نظيفة وديكورات عصرية
4237,638,ROOMS_AMENITIES#GENERAL,11,positive,ديكورات,18,غرف نظيفة وديكورات عصرية
4238,638,SERVICE#GENERAL,88,positive,شخص,91,يمكن الاستفسار عن اي شيء من شاب يدعى اسماعيل يتكلم الانكليزية والروسية على ما اعتقد فهو شخص لبق وودود سيفيدك في اي مكان تريد الذهاب اليه
4239,1605,HOTEL#GENERAL,8,negative,فندق,12,جيد جدا فندق جيد جدا وليست الزيارة الاولى ولا الثانية تعودت عليه لكن زيارتي هذه المره مختلفه فأنا حجزت ثلاث ليال استلمت غرفة الساعه الخامسه والثانية الساعه الثامنة والشئ الآخر لم ينظفوا الغرف وعند الطلب لم يستجابوا لي والواي فاي كان ضعيف جدا اما الاستقبال فشكرا للسيد ياسين على سعة الصدر والسيد صلاح #1790;#8255;#1724; المطعم
4239,1605,ROOMS#CLEANLINESS,186,negative,الغرف,191,جيد جدا فندق جيد جدا وليست الزيارة الاولى ولا الثانية تعودت عليه لكن زيارتي هذه المره مختلفه فأنا حجزت ثلاث ليال استلمت غرفة الساعه الخامسه والثانية الساعه الثامنة والشئ الآخر لم ينظفوا الغرف وعند الطلب لم يستجابوا لي والواي فاي كان ضعيف جدا اما الاستقبال فشكرا للسيد ياسين على سعة الصدر والسيد صلاح #1790;#8255;#1724; المطعم
4239,1605,FACILITIES#QUALITY,219,negative,الواي فاي,228,جيد جدا فندق جيد جدا وليست الزيارة الاولى ولا الثانية تعودت عليه لكن زيارتي هذه المره مختلفه فأنا حجزت ثلاث ليال استلمت غرفة الساعه الخامسه والثانية الساعه الثامنة والشئ الآخر لم ينظفوا الغرف وعند الطلب لم يستجابوا لي والواي فاي كان ضعيف جدا اما الاستقبال فشكرا للسيد ياسين على سعة الصدر والسيد صلاح #1790;#8255;#1724; المطعم
4239,1605,SERVICE#GENERAL,246,positive,الاستقبال,255,جيد جدا فندق جيد جدا وليست الزيارة الاولى ولا الثانية تعودت عليه لكن زيارتي هذه المره مختلفه فأنا حجزت ثلاث ليال استلمت غرفة الساعه الخامسه والثانية الساعه الثامنة والشئ الآخر لم ينظفوا الغرف وعند الطلب لم يستجابوا لي والواي فاي كان ضعيف جدا اما الاستقبال فشكرا للسيد ياسين على سعة الصدر والسيد صلاح #1790;#8255;#1724; المطعم
4240,1983,HOTEL#GENERAL,0,negative,فندق,4,"فندق سيء جداً لقد اقمت في هذا الفندق لمدة يومين وكان اسؤا فندق جربته في حياتي،"
4240,1983,HOTEL#GENERAL,32,negative,فندق,36,"فندق سيء جداً لقد اقمت في هذا الفندق لمدة يومين وكان اسؤا فندق جربته في حياتي،"
4241,1983,HOTEL#PRICES,0,negative,NULL,0,"لقد تم اخذ مبلغ ثلاث ليالي وقالوا سنعيد مبلغ الليلة عند الخروج وعند خروجي لم يرجعوا كامل المبلغ وبعد جدال ارجعوا كامل المبلغ المتبقي،"
4242,1983,HOTEL#QUALITY,0,negative,NULL,0,لايستحق درجة رابعة ولا حتى ثالثة
4243,1060,HOTEL#GENERAL,33,positive,الفنادق,40,اجازة اكثر من رائعة واحد من اجمل الفنادق التى زرتها يوما.
4244,1060,HOTEL#CLEANLINESS,14,positive,النظافة,21,مستوى راقى من النظافة و الاناقة
4244,1060,HOTEL#QUALITY,24,positive,الاناقة,31,مستوى راقى من النظافة و الاناقة
4245,1060,FACILITIES#DESIGN_FEATURES,0,positive,حمام سباحة,10,حمام سباحة اكثر من رائع ويطل على البحر مباشرة
4246,1060,ROOMS#GENERAL,0,positive,غرف,3,غرف جميلة مع اثاث حديث ونظيف
4246,1060,ROOMS#CLEANLINESS,13,positive,اثاث,17,غرف جميلة مع اثاث حديث ونظيف
4246,1060,ROOMS#QUALITY,0,positive,NULL,0,غرف جميلة مع اثاث حديث ونظيف
4247,1060,FOOD_DRINKS#QUALITY,0,positive,الطعام,6,الطعام ممتاز . طاقم عمل متميز و متعاون لأقصى درجة
4247,1060,SERVICE#GENERAL,15,positive,طاقم عمل,23,الطعام ممتاز . طاقم عمل متميز و متعاون لأقصى درجة
4247,1060,SERVICE#GENERAL,32,positive,متعاون,38,الطعام ممتاز . طاقم عمل متميز و متعاون لأقصى درجة
4248,1060,LOCATION#GENERAL,5,negative,المكان,11,يعيب المكان حرارة الجو الشديدة خلال شهرى 7 و وأتمنى زيارته مره اخرى لكن فى الشتاء . تمنياتى للجميع بإجازة سعيدة
4249,1331,HOTEL#GENERAL,0,positive,فندق,4,"فندق رائع وخدمة مميزة انه تجربة فريدة ، تحمل كل سحر الشرق في كل لحظاتها ، وتأخذك إلى عوالم تمزج بين المعاصرة والعراقة .  كل ما فيه رائع"
4249,1331,SERVICE#GENERAL,11,positive,خدمة,15,"فندق رائع وخدمة مميزة انه تجربة فريدة ، تحمل كل سحر الشرق في كل لحظاتها ، وتأخذك إلى عوالم تمزج بين المعاصرة والعراقة .  كل ما فيه رائع"
4250,1331,SERVICE#GENERAL,6,positive,خدمات الأعمال,19,"خصوصا خدمات الأعمال والترفيه ، ليست إطلالته على البوسفور وحدها التي تميزه ،"
4250,1331,LOCATION#GENERAL,0,positive,NULL,0,"خصوصا خدمات الأعمال والترفيه ، ليست إطلالته على البوسفور وحدها التي تميزه ،"
4251,1331,HOTEL#GENERAL,13,positive,الإقامة,20,"، فكل تفاصيل الإقامة والترفيه فيه مميزة ، عليك فقط أن لا تسمح للغرفة المريحة بأن تأسرك بإغرائها ، فخارجها وفي كل أرجاء الفندق هناك ما يستحق تجربته ."
4251,1331,ROOMS#COMFORT,62,positive,للغرفة,68,"، فكل تفاصيل الإقامة والترفيه فيه مميزة ، عليك فقط أن لا تسمح للغرفة المريحة بأن تأسرك بإغرائها ، فخارجها وفي كل أرجاء الفندق هناك ما يستحق تجربته ."
4251,1331,HOTEL#GENERAL,119,positive,الفندق,125,"، فكل تفاصيل الإقامة والترفيه فيه مميزة ، عليك فقط أن لا تسمح للغرفة المريحة بأن تأسرك بإغرائها ، فخارجها وفي كل أرجاء الفندق هناك ما يستحق تجربته ."
4252,1293,HOTEL#QUALITY,0,positive,فندق,4,فندق يستحق 5 نجوم 3gt;
4253,1293,SERVICE#GENERAL,26,positive,معاملة,32,"بجد رحلة جميلة جدا , احسن معاملة و تفاهم و حمامات السباحه كتير جدا و نضيفة و غرف النوم جميلة و موظفين اعلي مستوي ,"
4253,1293,FACILITIES#MISCELLANEOUS,43,positive,حمامات السباحه,57,"بجد رحلة جميلة جدا , احسن معاملة و تفاهم و حمامات السباحه كتير جدا و نضيفة و غرف النوم جميلة و موظفين اعلي مستوي ,"
4253,1293,FACILITIES#CLEANLINESS,77,positive,غرف النوم,86,"بجد رحلة جميلة جدا , احسن معاملة و تفاهم و حمامات السباحه كتير جدا و نضيفة و غرف النوم جميلة و موظفين اعلي مستوي ,"
